				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	81.7308	22.5596	89.4231	
PARTITION (0,1)	82.6923	22.6116	85.5769	
PARTITION (1,0)	86.5385	22.5440	88.4615	
PARTITION (1,1)	83.6538	22.4544	89.4231	
PARTITION (2,0)	78.8462	22.6516	90.3846	
PARTITION (2,1)	88.4615	22.5834	84.6154	
PARTITION (3,0)	80.7692	23.9435	88.4615	
PARTITION (3,1)	84.6154	24.2701	85.5769	
PARTITION (4,0)	85.5769	25.2624	92.3077	
PARTITION (4,1)	86.5385	27.3536	91.3462	
MEAN			83.9423	23.6234	88.5577	
STDEV			2.8213	1.5438	2.4497	
