				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	94.3662	102.8215	96.8421	
PARTITION (0,1)	94.7368	96.5753	97.1831	
PARTITION (1,0)	94.0141	99.8767	97.5439	
PARTITION (1,1)	96.1404	100.6797	96.4789	
PARTITION (2,0)	95.7747	103.1609	95.4386	
PARTITION (2,1)	93.6842	99.4429	97.8873	
PARTITION (3,0)	94.7183	102.7328	98.2456	
PARTITION (3,1)	95.7895	103.8379	96.4789	
PARTITION (4,0)	94.0141	102.2628	97.5439	
PARTITION (4,1)	95.0877	100.1693	97.5352	
MEAN			94.8326	101.1560	97.1177	
STDEV			0.8040	2.1084	0.7812	
