				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	83.0435	114.4185	90.8696	
PARTITION (0,1)	85.2174	111.3541	88.2609	
PARTITION (1,0)	83.0435	104.4977	90.4348	
PARTITION (1,1)	85.6522	105.7876	88.2609	
PARTITION (2,0)	81.3043	105.1690	88.2609	
PARTITION (2,1)	84.7826	104.7838	89.1304	
PARTITION (3,0)	80.0000	106.2874	90.8696	
PARTITION (3,1)	84.7826	105.3990	89.1304	
PARTITION (4,0)	78.2609	105.3384	93.9130	
PARTITION (4,1)	87.3913	106.0072	86.9565	
MEAN			83.3478	106.9043	89.6087	
STDEV			2.6594	3.1101	1.8797	
