				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	78.8462	2.5943	90.3846	
PARTITION (0,1)	87.5000	2.4662	80.7692	
PARTITION (1,0)	83.6538	2.2016	91.3462	
PARTITION (1,1)	86.5385	2.6258	87.5000	
PARTITION (2,0)	80.7692	1.8252	82.6923	
PARTITION (2,1)	82.6923	3.2166	85.5769	
PARTITION (3,0)	83.6538	1.9500	87.5000	
PARTITION (3,1)	83.6538	1.8096	84.6154	
PARTITION (4,0)	79.8077	1.9666	91.3462	
PARTITION (4,1)	89.4231	1.9188	80.7692	
MEAN			83.6538	2.2575	86.2500	
STDEV			3.2179	0.4355	3.8474	
