				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	79.8077	23.6448	93.2692	
PARTITION (0,1)	86.5385	25.7030	88.4615	
PARTITION (1,0)	81.7308	24.1229	93.2692	
PARTITION (1,1)	82.6923	23.2676	93.2692	
PARTITION (2,0)	82.6923	23.5156	89.4231	
PARTITION (2,1)	78.8462	23.6815	89.4231	
PARTITION (3,0)	82.6923	23.3407	92.3077	
PARTITION (3,1)	89.4231	23.5962	89.4231	
PARTITION (4,0)	83.6538	23.3961	94.2308	
PARTITION (4,1)	85.5769	23.5198	90.3846	
MEAN			83.3654	23.7788	91.3462	
STDEV			2.9808	0.6796	2.0170	
