				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	77.8846	24.0698	93.2692	
PARTITION (0,1)	83.6538	23.9806	80.7692	
PARTITION (1,0)	78.8462	23.7160	84.6154	
PARTITION (1,1)	84.6154	23.9767	85.5769	
PARTITION (2,0)	78.8462	26.2909	87.5000	
PARTITION (2,1)	79.8077	23.7592	87.5000	
PARTITION (3,0)	84.6154	24.3214	90.3846	
PARTITION (3,1)	82.6923	24.0526	90.3846	
PARTITION (4,0)	80.7692	23.8290	86.5385	
PARTITION (4,1)	86.5385	24.2427	85.5769	
MEAN			81.8269	24.2239	87.2115	
STDEV			2.8346	0.7131	3.3323	
