				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	80.7692	24.1858	93.2692	
PARTITION (0,1)	83.6538	24.1343	87.5000	
PARTITION (1,0)	82.6923	23.9770	95.1923	
PARTITION (1,1)	87.5000	23.6384	92.3077	
PARTITION (2,0)	79.8077	24.1150	88.4615	
PARTITION (2,1)	78.8462	23.8069	93.2692	
PARTITION (3,0)	83.6538	25.2122	92.3077	
PARTITION (3,1)	81.7308	26.2541	89.4231	
PARTITION (4,0)	80.7692	24.0052	94.2308	
PARTITION (4,1)	84.6154	23.8851	91.3462	
MEAN			82.4038	24.3214	91.7308	
STDEV			2.4344	0.7593	2.4020	
