				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	83.6538	88.4615	22.9053	
PARTITION (0,1)	81.7308	91.3462	22.9455	
PARTITION (1,0)	83.6538	95.1923	22.7935	
PARTITION (1,1)	78.8462	90.3846	22.8981	
PARTITION (2,0)	82.6923	90.3846	22.8859	
PARTITION (2,1)	86.5385	88.4615	22.9107	
PARTITION (3,0)	81.7308	93.2692	22.7791	
PARTITION (3,1)	82.6923	91.3462	22.7981	
PARTITION (4,0)	83.6538	90.3846	22.8183	
PARTITION (4,1)	78.8462	90.3846	22.7455	
MEAN			82.4038	90.9615	22.8480	
STDEV			2.1947	1.9330	0.0644	
