				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	95.7747	95.5562	98.5965	
PARTITION (0,1)	95.7895	94.7432	98.5916	
PARTITION (1,0)	94.0141	95.6502	97.1930	
PARTITION (1,1)	95.4386	94.9190	97.1831	
PARTITION (2,0)	91.9014	95.3994	97.5439	
PARTITION (2,1)	95.7895	94.8048	96.8310	
PARTITION (3,0)	93.6620	95.4654	98.2456	
PARTITION (3,1)	93.6842	94.7268	98.2394	
PARTITION (4,0)	95.0704	95.5178	98.5965	
PARTITION (4,1)	97.1930	94.8300	98.2394	
MEAN			94.8317	95.1613	97.9260	
STDEV			1.4375	0.3644	0.6389	
