				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	80.7692	22.9642	92.3077	
PARTITION (0,1)	84.6154	22.9350	81.7308	
PARTITION (1,0)	84.6154	22.9696	88.4615	
PARTITION (1,1)	87.5000	22.9672	93.2692	
PARTITION (2,0)	85.5769	23.0460	84.6154	
PARTITION (2,1)	84.6154	22.9766	86.5385	
PARTITION (3,0)	81.7308	22.9808	88.4615	
PARTITION (3,1)	82.6923	23.0628	85.5769	
PARTITION (4,0)	81.7308	23.0950	90.3846	
PARTITION (4,1)	87.5000	23.0494	80.7692	
MEAN			84.1346	23.0047	87.2115	
STDEV			2.2447	0.0506	3.9658	
