				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	82.6923	22.8308	93.2692	
PARTITION (0,1)	86.5385	22.7790	87.5000	
PARTITION (1,0)	82.6923	22.9626	93.2692	
PARTITION (1,1)	85.5769	22.9586	91.3462	
PARTITION (2,0)	80.7692	22.7342	87.5000	
PARTITION (2,1)	83.6538	22.9878	90.3846	
PARTITION (3,0)	85.5769	22.8554	90.3846	
PARTITION (3,1)	86.5385	22.9798	89.4231	
PARTITION (4,0)	82.6923	22.9592	93.2692	
PARTITION (4,1)	87.5000	22.8266	89.4231	
MEAN			84.4231	22.8874	90.5769	
STDEV			2.0976	0.0884	2.0979	
