				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	83.4783	103.9442	87.3913	
PARTITION (0,1)	78.2609	103.8000	89.5652	
PARTITION (1,0)	85.2174	103.7242	86.0870	
PARTITION (1,1)	84.3478	103.8874	91.3043	
PARTITION (2,0)	81.7391	104.2976	89.1304	
PARTITION (2,1)	85.2174	103.9368	88.2609	
PARTITION (3,0)	80.0000	103.9672	89.5652	
PARTITION (3,1)	85.2174	103.7692	88.2609	
PARTITION (4,0)	85.6522	104.1306	90.0000	
PARTITION (4,1)	84.3478	103.9746	89.1304	
MEAN			83.3478	103.9432	88.8696	
STDEV			2.3976	0.1683	1.3775	
