				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	79.8077	22.9390	93.2692	
PARTITION (0,1)	86.5385	22.9636	88.4615	
PARTITION (1,0)	81.7308	22.9483	93.2692	
PARTITION (1,1)	82.6923	22.9078	93.2692	
PARTITION (2,0)	82.6923	22.9118	89.4231	
PARTITION (2,1)	78.8462	22.9058	89.4231	
PARTITION (3,0)	82.6923	22.8404	92.3077	
PARTITION (3,1)	89.4231	22.9566	89.4231	
PARTITION (4,0)	83.6538	22.8892	94.2308	
PARTITION (4,1)	85.5769	22.9254	90.3846	
MEAN			83.3654	22.9188	91.3462	
STDEV			2.9808	0.0349	2.0170	
