				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	82.6923	23.0817	93.2692	
PARTITION (0,1)	83.6538	22.9938	89.4231	
PARTITION (1,0)	87.5000	22.9818	96.1538	
PARTITION (1,1)	87.5000	22.9974	93.2692	
PARTITION (2,0)	84.6154	23.0100	89.4231	
PARTITION (2,1)	79.8077	23.0266	91.3462	
PARTITION (3,0)	83.6538	22.9692	92.3077	
PARTITION (3,1)	82.6923	23.1418	91.3462	
PARTITION (4,0)	82.6923	22.9964	93.2692	
PARTITION (4,1)	90.3846	23.2128	91.3462	
MEAN			84.5192	23.0412	92.1154	
STDEV			2.9307	0.0757	1.9137	
