				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	95.7747	93.0120	97.5439	
PARTITION (0,1)	95.7895	92.2696	97.5352	
PARTITION (1,0)	95.7747	93.2170	95.7895	
PARTITION (1,1)	94.0351	92.3072	96.4789	
PARTITION (2,0)	94.7183	93.0178	97.1930	
PARTITION (2,1)	95.0877	92.2468	95.4225	
PARTITION (3,0)	94.3662	92.7868	96.8421	
PARTITION (3,1)	95.0877	91.9962	96.4789	
PARTITION (4,0)	94.7183	92.9132	97.8947	
PARTITION (4,1)	97.1930	92.4086	97.5352	
MEAN			95.2545	92.6175	96.8714	
STDEV			0.8655	0.3965	0.7787	
