				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	85.6522	105.2988	88.2609	
PARTITION (0,1)	82.1739	104.3590	93.0435	
PARTITION (1,0)	86.5217	104.6192	89.1304	
PARTITION (1,1)	81.7391	104.5200	92.1739	
PARTITION (2,0)	84.7826	104.6240	90.8696	
PARTITION (2,1)	86.0870	104.7792	91.3043	
PARTITION (3,0)	83.0435	104.8878	90.0000	
PARTITION (3,1)	82.6087	104.6530	87.8261	
PARTITION (4,0)	85.2174	104.6424	91.3043	
PARTITION (4,1)	85.2174	104.5578	91.3043	
MEAN			84.3043	104.6941	90.5217	
STDEV			1.6552	0.2421	1.6005	
