				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	79.8077	22.5982	91.3462	
PARTITION (0,1)	82.6923	22.7760	86.5385	
PARTITION (1,0)	82.6923	22.6396	93.2692	
PARTITION (1,1)	90.3846	22.6668	90.3846	
PARTITION (2,0)	77.8846	22.5796	89.4231	
PARTITION (2,1)	85.5769	22.6572	86.5385	
PARTITION (3,0)	79.8077	22.6134	89.4231	
PARTITION (3,1)	80.7692	22.7684	87.5000	
PARTITION (4,0)	77.8846	22.6396	92.3077	
PARTITION (4,1)	83.6538	22.5616	87.5000	
MEAN			82.1154	22.6501	89.4231	
STDEV			3.6286	0.0686	2.2752	
