				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	81.7391	108.8106	90.8696	
PARTITION (0,1)	81.3043	109.9542	93.9130	
PARTITION (1,0)	86.5217	109.9050	91.3043	
PARTITION (1,1)	78.6957	110.1496	93.0435	
PARTITION (2,0)	81.7391	110.3686	92.1739	
PARTITION (2,1)	81.3043	110.2412	91.7391	
PARTITION (3,0)	81.7391	110.2654	92.6087	
PARTITION (3,1)	82.1739	110.0268	90.4348	
PARTITION (4,0)	87.3913	109.8004	95.6522	
PARTITION (4,1)	87.8261	109.3802	91.7391	
MEAN			83.0435	109.8902	92.3478	
STDEV			2.9104	0.4485	1.4704	
