				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	83.0435	105.0752	91.3043	
PARTITION (0,1)	82.1739	105.2790	94.7826	
PARTITION (1,0)	84.3478	105.2840	87.8261	
PARTITION (1,1)	82.1739	105.2946	93.9130	
PARTITION (2,0)	81.7391	105.6960	90.8696	
PARTITION (2,1)	83.0435	105.7188	94.7826	
PARTITION (3,0)	83.9130	105.5882	92.1739	
PARTITION (3,1)	85.6522	105.5772	93.4783	
PARTITION (4,0)	83.9130	106.2436	93.9130	
PARTITION (4,1)	82.6087	106.8922	92.6087	
MEAN			83.2609	105.6649	92.5652	
STDEV			1.1377	0.5125	2.0344	
