				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	79.8077	22.7468	92.3077	
PARTITION (0,1)	84.6154	22.5766	85.5769	
PARTITION (1,0)	80.7692	22.6678	91.3462	
PARTITION (1,1)	89.4231	22.6542	92.3077	
PARTITION (2,0)	81.7308	22.6064	88.4615	
PARTITION (2,1)	80.7692	22.7634	88.4615	
PARTITION (3,0)	81.7308	22.6210	89.4231	
PARTITION (3,1)	81.7308	22.8238	90.3846	
PARTITION (4,0)	78.8462	22.6688	91.3462	
PARTITION (4,1)	87.5000	22.6074	87.5000	
MEAN			82.6923	22.6737	89.7115	
STDEV			3.2465	0.0757	2.1090	
