				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	96.8310	95.5224	98.5965	
PARTITION (0,1)	95.7895	94.2558	98.2394	
PARTITION (1,0)	93.6620	94.8034	96.8421	
PARTITION (1,1)	92.9825	93.9452	95.4225	
PARTITION (2,0)	94.0141	94.9890	96.4912	
PARTITION (2,1)	96.1404	94.4834	95.0704	
PARTITION (3,0)	94.3662	95.0274	96.1404	
PARTITION (3,1)	95.4386	94.6600	96.4789	
PARTITION (4,0)	95.7747	94.8738	97.8947	
PARTITION (4,1)	96.4912	93.9990	96.8310	
MEAN			95.1490	94.6559	96.8007	
STDEV			1.2366	0.4698	1.0969	
