				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	82.1739	104.1482	90.0000	
PARTITION (0,1)	83.4783	103.7552	95.6522	
PARTITION (1,0)	84.3478	103.7184	89.5652	
PARTITION (1,1)	79.1304	104.0962	92.6087	
PARTITION (2,0)	83.4783	104.1430	91.3043	
PARTITION (2,1)	83.9130	103.7562	87.8261	
PARTITION (3,0)	81.3043	104.1404	93.0435	
PARTITION (3,1)	83.0435	103.8396	90.8696	
PARTITION (4,0)	83.0435	103.7722	93.4783	
PARTITION (4,1)	84.3478	104.0556	92.1739	
MEAN			82.8261	103.9425	91.6522	
STDEV			1.5218	0.1768	2.1192	
