				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	96.1268	93.1542	97.8947	
PARTITION (0,1)	95.4386	92.3058	97.5352	
PARTITION (1,0)	94.7183	93.4144	96.1404	
PARTITION (1,1)	94.3860	92.4084	96.4789	
PARTITION (2,0)	94.0141	93.1668	97.1930	
PARTITION (2,1)	95.7895	92.1880	95.7747	
PARTITION (3,0)	94.0141	92.8302	97.1930	
PARTITION (3,1)	96.1404	92.3928	96.8310	
PARTITION (4,0)	96.4789	92.8094	98.2456	
PARTITION (4,1)	97.1930	92.3672	97.8873	
MEAN			95.4299	92.7037	97.1174	
STDEV			1.0458	0.4086	0.7686	
