				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	83.4783	0.0000	77.3913	
PARTITION (0,1)	79.5652	0.0156	83.0435	
PARTITION (1,0)	85.6522	0.0156	80.4348	
PARTITION (1,1)	78.2609	0.0000	83.9130	
PARTITION (2,0)	80.4348	0.0156	82.1739	
PARTITION (2,1)	82.6087	0.0156	81.3043	
PARTITION (3,0)	80.8696	0.0000	81.7391	
PARTITION (3,1)	82.1739	0.0156	82.1739	
PARTITION (4,0)	81.7391	0.0156	83.0435	
PARTITION (4,1)	82.6087	0.0156	81.7391	
MEAN			81.7391	0.0109	81.6957	
STDEV			1.9830	0.0071	1.7111	
