				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	96.1268	93.2432	97.8947	
PARTITION (0,1)	96.1404	92.4928	97.1831	
PARTITION (1,0)	95.4225	93.2196	96.1404	
PARTITION (1,1)	95.0877	92.4692	96.8310	
PARTITION (2,0)	92.2535	92.9558	97.1930	
PARTITION (2,1)	95.7895	92.4250	95.0704	
PARTITION (3,0)	94.3662	92.9758	96.8421	
PARTITION (3,1)	95.0877	92.2358	96.4789	
PARTITION (4,0)	96.1268	93.0458	98.2456	
PARTITION (4,1)	97.1930	92.7058	97.8873	
MEAN			95.3594	92.7768	96.9766	
STDEV			1.2698	0.3380	0.8943	
