				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	95.0704	96.4568	98.2456	
PARTITION (0,1)	95.7895	95.7006	98.2394	
PARTITION (1,0)	94.0141	96.8766	97.5439	
PARTITION (1,1)	93.6842	95.5882	97.5352	
PARTITION (2,0)	94.0141	96.5136	97.8947	
PARTITION (2,1)	95.4386	95.7552	96.4789	
PARTITION (3,0)	94.3662	96.3062	98.5965	
PARTITION (3,1)	94.7368	95.6628	98.2394	
PARTITION (4,0)	96.4789	96.7236	98.5965	
PARTITION (4,1)	96.4912	95.6860	98.9437	
MEAN			95.0084	96.1269	98.0314	
STDEV			0.9682	0.4729	0.6724	
