				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	86.0870	105.2644	85.2174	
PARTITION (0,1)	80.0000	105.6780	90.4348	
PARTITION (1,0)	82.6087	104.9780	83.0435	
PARTITION (1,1)	83.4783	105.3070	89.5652	
PARTITION (2,0)	81.7391	105.5714	88.2609	
PARTITION (2,1)	79.1304	105.3942	88.6957	
PARTITION (3,0)	83.4783	105.4320	93.0435	
PARTITION (3,1)	85.2174	104.9066	86.0870	
PARTITION (4,0)	83.4783	105.3162	88.6957	
PARTITION (4,1)	82.1739	105.2166	87.3913	
MEAN			82.7391	105.3064	88.0435	
STDEV			2.0214	0.2210	2.6679	
