				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	78.8462	22.5480	92.3077	
PARTITION (0,1)	84.6154	22.5208	87.5000	
PARTITION (1,0)	82.6923	22.7196	92.3077	
PARTITION (1,1)	87.5000	22.6532	90.3846	
PARTITION (2,0)	83.6538	22.6124	88.4615	
PARTITION (2,1)	84.6154	22.6874	89.4231	
PARTITION (3,0)	80.7692	22.4982	92.3077	
PARTITION (3,1)	81.7308	22.7276	88.4615	
PARTITION (4,0)	81.7308	22.7362	93.2692	
PARTITION (4,1)	85.5769	22.5420	90.3846	
MEAN			83.1731	22.6246	90.4808	
STDEV			2.4037	0.0872	1.8966	
