				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	78.8462	2.4280	90.3846	
PARTITION (0,1)	87.5000	2.4346	80.7692	
PARTITION (1,0)	83.6538	2.1718	91.3462	
PARTITION (1,1)	86.5385	2.6374	87.5000	
PARTITION (2,0)	80.7692	1.7940	82.6923	
PARTITION (2,1)	82.6923	3.2634	85.5769	
PARTITION (3,0)	83.6538	1.9344	87.5000	
PARTITION (3,1)	83.6538	1.8720	84.6154	
PARTITION (4,0)	79.8077	1.9228	91.3462	
PARTITION (4,1)	89.4231	1.9032	80.7692	
MEAN			83.6538	2.2362	86.2500	
STDEV			3.2179	0.4387	3.8474	
