				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	96.8310	97.5439	101.5494	
PARTITION (0,1)	94.0351	97.8873	100.9992	
PARTITION (1,0)	95.7747	97.1930	101.3008	
PARTITION (1,1)	94.0351	98.2394	101.3474	
PARTITION (2,0)	95.0704	97.5439	102.0570	
PARTITION (2,1)	96.4912	97.1831	100.1959	
PARTITION (3,0)	96.1268	96.8421	100.8775	
PARTITION (3,1)	94.0351	98.2394	100.2575	
PARTITION (4,0)	97.1831	94.7368	101.1948	
PARTITION (4,1)	92.2807	99.2958	100.7063	
MEAN			95.1863	97.4705	101.0486	
STDEV			1.4853	1.1280	0.5431	
