				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	96.4789	97.5439	9.7438	
PARTITION (0,1)	94.7368	98.2394	5.2449	
PARTITION (1,0)	96.4789	97.1930	8.5937	
PARTITION (1,1)	92.6316	97.1831	4.7263	
PARTITION (2,0)	94.7183	97.1930	5.2243	
PARTITION (2,1)	94.7368	97.5352	5.9519	
PARTITION (3,0)	95.4225	96.1404	5.4279	
PARTITION (3,1)	92.6316	97.1831	3.9544	
PARTITION (4,0)	96.8310	94.0351	4.1248	
PARTITION (4,1)	92.6316	98.2394	3.9142	
MEAN			94.7298	97.0486	5.6906	
STDEV			1.5566	1.1533	1.8698	
