				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	80.7692	90.3846	23.1589	
PARTITION (0,1)	79.8077	95.1923	23.4231	
PARTITION (1,0)	86.5385	89.4231	22.8353	
PARTITION (1,1)	82.6923	95.1923	22.9559	
PARTITION (2,0)	85.5769	91.3462	23.1685	
PARTITION (2,1)	87.5000	91.3462	22.9829	
PARTITION (3,0)	83.6538	92.3077	23.0401	
PARTITION (3,1)	84.6154	90.3846	23.0711	
PARTITION (4,0)	73.0769	92.3077	22.8353	
PARTITION (4,1)	84.6154	88.4615	22.5471	
MEAN			82.8846	91.6346	23.0018	
STDEV			3.9832	2.1089	0.2239	
