				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	85.5769	80.7692	0.0020	
PARTITION (0,1)	80.7692	85.5769	0.0010	
PARTITION (1,0)	78.8462	83.6538	0.0020	
PARTITION (1,1)	83.6538	78.8462	0.0020	
PARTITION (2,0)	84.6154	83.6538	0.0020	
PARTITION (2,1)	83.6538	84.6154	0.0020	
PARTITION (3,0)	82.6923	84.6154	0.0020	
PARTITION (3,1)	84.6154	82.6923	0.0020	
PARTITION (4,0)	78.8462	80.7692	0.0020	
PARTITION (4,1)	80.7692	78.8462	0.0020	
MEAN			82.4038	82.4038	0.0019	
STDEV			2.3177	2.3177	0.0003	
