				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	86.5217	83.4783	0.0070	
PARTITION (0,1)	83.4783	86.5217	0.0070	
PARTITION (1,0)	83.4783	82.6087	0.0070	
PARTITION (1,1)	82.6087	83.4783	0.0070	
PARTITION (2,0)	82.1739	80.0000	0.0070	
PARTITION (2,1)	80.0000	82.1739	0.0070	
PARTITION (3,0)	79.5652	83.0435	0.0060	
PARTITION (3,1)	83.0435	79.5652	0.0070	
PARTITION (4,0)	82.6087	81.7391	0.0070	
PARTITION (4,1)	81.7391	82.6087	0.0070	
MEAN			82.5217	82.5217	0.0069	
STDEV			1.8424	1.8424	0.0003	
