				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	83.6538	81.7308	0.0000	
PARTITION (0,1)	80.7692	85.5769	0.0000	
PARTITION (1,0)	82.6923	85.5769	0.0000	
PARTITION (1,1)	82.6923	83.6538	0.0000	
PARTITION (2,0)	83.6538	80.7692	0.0000	
PARTITION (2,1)	81.7308	84.6154	0.0000	
PARTITION (3,0)	81.7308	84.6154	0.0000	
PARTITION (3,1)	88.4615	81.7308	0.0000	
PARTITION (4,0)	77.8846	82.6923	0.0000	
PARTITION (4,1)	82.6923	78.8462	0.0000	
MEAN			82.5962	82.9808	0.0000	
STDEV			2.5239	2.1089	0.0000	
