				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	82.1739	93.0435	113.8019	
PARTITION (0,1)	80.4348	93.4783	113.7283	
PARTITION (1,0)	83.4783	93.9130	113.9537	
PARTITION (1,1)	88.6957	90.0000	113.7711	
PARTITION (2,0)	82.1739	93.0435	113.4821	
PARTITION (2,1)	85.6522	90.8696	113.4688	
PARTITION (3,0)	84.3478	93.0435	114.9304	
PARTITION (3,1)	83.9130	95.2174	114.7535	
PARTITION (4,0)	83.4783	91.7391	113.9527	
PARTITION (4,1)	84.7826	93.9130	113.8415	
MEAN			83.9130	92.8261	113.9684	
STDEV			2.1302	1.4711	0.4646	
