				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	82.6923	88.4615	23.4605	
PARTITION (0,1)	81.7308	88.4615	23.3579	
PARTITION (1,0)	84.6154	92.3077	23.0991	
PARTITION (1,1)	83.6538	93.2692	23.0527	
PARTITION (2,0)	85.5769	91.3462	23.2739	
PARTITION (2,1)	86.5385	90.3846	23.3703	
PARTITION (3,0)	79.8077	92.3077	23.5129	
PARTITION (3,1)	82.6923	89.4231	23.3711	
PARTITION (4,0)	83.6538	93.2692	23.3011	
PARTITION (4,1)	84.6154	89.4231	23.1675	
MEAN			83.5577	90.8654	23.2967	
STDEV			1.8469	1.7862	0.1428	
