				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	84.6154	83.6538	0.0020	
PARTITION (0,1)	83.6538	88.4615	0.0030	
PARTITION (1,0)	81.7308	87.5000	0.0030	
PARTITION (1,1)	84.6154	91.3462	0.0030	
PARTITION (2,0)	82.6923	85.5769	0.0030	
PARTITION (2,1)	80.7692	85.5769	0.0030	
PARTITION (3,0)	76.9231	87.5000	0.0030	
PARTITION (3,1)	83.6538	79.8077	0.0030	
PARTITION (4,0)	80.7692	85.5769	0.0030	
PARTITION (4,1)	82.6923	82.6923	0.0020	
MEAN			82.2115	85.7692	0.0028	
STDEV			2.2032	3.0649	0.0004	
