				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	82.6923	88.4615	23.0951	
PARTITION (0,1)	79.8077	90.3846	23.0133	
PARTITION (1,0)	84.6154	92.3077	22.8571	
PARTITION (1,1)	85.5769	91.3462	23.0213	
PARTITION (2,0)	79.8077	93.2692	22.9071	
PARTITION (2,1)	85.5769	90.3846	23.1149	
PARTITION (3,0)	82.6923	90.3846	23.0651	
PARTITION (3,1)	73.0769	92.3077	22.8411	
PARTITION (4,0)	84.6154	94.2308	22.8445	
PARTITION (4,1)	85.5769	93.2692	22.8641	
MEAN			82.4038	91.6346	22.9624	
STDEV			3.7499	1.6683	0.1051	
