				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	84.6154	89.4231	2.0891	
PARTITION (0,1)	80.7692	90.3846	4.7633	
PARTITION (1,0)	81.7308	92.3077	5.1825	
PARTITION (1,1)	81.7308	92.3077	3.8572	
PARTITION (2,0)	87.5000	90.3846	2.4621	
PARTITION (2,1)	85.5769	88.4615	1.9901	
PARTITION (3,0)	81.7308	89.4231	3.1808	
PARTITION (3,1)	86.5385	89.4231	4.2972	
PARTITION (4,0)	77.8846	89.4231	3.4564	
PARTITION (4,1)	82.6923	81.7308	2.0781	
MEAN			83.0769	89.3269	3.3357	
STDEV			2.7935	2.8018	1.1132	
