				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	88.6957	86.5217	0.0150	
PARTITION (0,1)	83.0435	88.2609	0.0140	
PARTITION (1,0)	86.0870	85.6522	0.0130	
PARTITION (1,1)	86.0870	90.8696	0.0140	
PARTITION (2,0)	84.7826	88.6957	0.0140	
PARTITION (2,1)	82.6087	86.5217	0.0140	
PARTITION (3,0)	82.1739	86.9565	0.0140	
PARTITION (3,1)	87.8261	82.6087	0.0140	
PARTITION (4,0)	86.5217	85.2174	0.0140	
PARTITION (4,1)	85.2174	87.3913	0.0140	
MEAN			85.3043	86.8696	0.0140	
STDEV			2.0744	2.1013	0.0004	
