				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	83.6538	90.3846	2.7048	
PARTITION (0,1)	81.7308	96.1538	2.3111	
PARTITION (1,0)	80.7692	92.3077	4.9143	
PARTITION (1,1)	84.6154	94.2308	1.9351	
PARTITION (2,0)	82.6923	91.3462	2.0641	
PARTITION (2,1)	79.8077	90.3846	2.1041	
PARTITION (3,0)	76.9231	93.2692	2.3587	
PARTITION (3,1)	81.7308	86.5385	2.0921	
PARTITION (4,0)	82.6923	92.3077	2.5551	
PARTITION (4,1)	82.6923	87.5000	1.9701	
MEAN			81.7308	91.4423	2.5010	
STDEV			2.0625	2.7686	0.8392	
