				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	86.5385	86.5385	23.0015	
PARTITION (0,1)	79.8077	91.3462	23.3085	
PARTITION (1,0)	80.7692	87.5000	23.1197	
PARTITION (1,1)	81.7308	93.2692	23.1681	
PARTITION (2,0)	83.6538	88.4615	22.8099	
PARTITION (2,1)	84.6154	89.4231	23.1953	
PARTITION (3,0)	76.9231	92.3077	23.1055	
PARTITION (3,1)	83.6538	87.5000	23.1157	
PARTITION (4,0)	79.8077	93.2692	23.0041	
PARTITION (4,1)	84.6154	88.4615	23.0213	
MEAN			82.2115	89.8077	23.0850	
STDEV			2.7618	2.4020	0.1284	
