				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	86.0870	84.7826	0.0130	
PARTITION (0,1)	82.6087	86.9565	0.0140	
PARTITION (1,0)	82.6087	88.2609	0.0120	
PARTITION (1,1)	88.2609	82.6087	0.0130	
PARTITION (2,0)	81.7391	87.8261	0.0130	
PARTITION (2,1)	85.6522	84.7826	0.0140	
PARTITION (3,0)	83.4783	87.3913	0.0120	
PARTITION (3,1)	83.4783	87.8261	0.0130	
PARTITION (4,0)	85.2174	84.3478	0.0130	
PARTITION (4,1)	85.2174	88.6957	0.0120	
MEAN			84.4348	86.3478	0.0129	
STDEV			1.8933	1.9466	0.0007	
