				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	93.6620	97.8947	94.5838	
PARTITION (0,1)	93.6842	96.8310	94.3387	
PARTITION (1,0)	94.0141	98.9474	95.2622	
PARTITION (1,1)	97.1930	97.1831	94.4464	
PARTITION (2,0)	95.0704	97.5439	94.8406	
PARTITION (2,1)	96.4912	96.8310	94.2288	
PARTITION (3,0)	94.7183	97.5439	95.0596	
PARTITION (3,1)	95.4386	97.1831	94.2090	
PARTITION (4,0)	96.4789	97.1930	95.1182	
PARTITION (4,1)	95.7895	98.2394	93.7857	
MEAN			95.2540	97.5390	94.5873	
STDEV			1.1821	0.6312	0.4496	
