				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	84.6154	92.3077	23.8809	
PARTITION (0,1)	80.7692	93.2692	23.6240	
PARTITION (1,0)	79.8077	92.3077	23.6986	
PARTITION (1,1)	81.7308	95.1923	24.0072	
PARTITION (2,0)	79.8077	91.3462	23.6622	
PARTITION (2,1)	81.7308	90.3846	23.6572	
PARTITION (3,0)	84.6154	89.4231	23.6908	
PARTITION (3,1)	84.6154	90.3846	23.7594	
PARTITION (4,0)	79.8077	91.3462	23.8178	
PARTITION (4,1)	88.4615	93.2692	23.8510	
MEAN			82.5962	91.9231	23.7649	
STDEV			2.7350	1.6205	0.1156	
