				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	77.8261	91.7391	111.4976	
PARTITION (0,1)	83.9130	91.7391	111.2420	
PARTITION (1,0)	87.3913	92.6087	111.5864	
PARTITION (1,1)	84.7826	94.7826	111.3590	
PARTITION (2,0)	84.3478	93.0435	111.7230	
PARTITION (2,1)	82.1739	90.8696	111.1750	
PARTITION (3,0)	78.2609	93.9130	110.8261	
PARTITION (3,1)	86.9565	92.1739	111.1239	
PARTITION (4,0)	87.3913	93.4783	111.0587	
PARTITION (4,1)	78.6957	92.6087	111.5810	
MEAN			83.1739	92.6957	111.3173	
STDEV			3.5804	1.0960	0.2652	
