				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	91.3462	91.3462	23.0137	
PARTITION (0,1)	84.6154	93.2692	23.1109	
PARTITION (1,0)	81.7308	92.3077	23.3279	
PARTITION (1,1)	84.6154	90.3846	22.9519	
PARTITION (2,0)	85.5769	89.4231	22.9709	
PARTITION (2,1)	86.5385	93.2692	23.0279	
PARTITION (3,0)	83.6538	92.3077	23.0555	
PARTITION (3,1)	83.6538	93.2692	23.1197	
PARTITION (4,0)	83.6538	87.5000	22.9983	
PARTITION (4,1)	79.8077	91.3462	22.8473	
MEAN			84.5192	91.4423	23.0424	
STDEV			2.8989	1.7965	0.1210	
