				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	82.6087	91.7391	110.9369	
PARTITION (0,1)	82.1739	91.3043	111.2811	
PARTITION (1,0)	87.3913	93.0435	111.1428	
PARTITION (1,1)	80.8696	92.1739	110.4521	
PARTITION (2,0)	81.7391	88.6957	110.7801	
PARTITION (2,1)	79.5652	95.2174	110.8081	
PARTITION (3,0)	86.0870	87.3913	110.9699	
PARTITION (3,1)	80.4348	95.2174	110.9015	
PARTITION (4,0)	80.8696	91.7391	110.5879	
PARTITION (4,1)	86.9565	92.6087	110.7369	
MEAN			82.8696	91.9130	110.8597	
STDEV			2.7235	2.3431	0.2359	
