				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	94.3662	97.1930	99.0971	
PARTITION (0,1)	94.3860	97.5352	97.9992	
PARTITION (1,0)	95.0704	97.8947	98.7500	
PARTITION (1,1)	96.8421	97.5352	97.8230	
PARTITION (2,0)	95.7747	96.1404	98.6662	
PARTITION (2,1)	93.6842	96.8310	98.0182	
PARTITION (3,0)	94.0141	98.5965	98.5492	
PARTITION (3,1)	96.8421	96.8310	98.3356	
PARTITION (4,0)	96.1268	97.1930	98.8547	
PARTITION (4,1)	94.0351	98.2394	98.4934	
MEAN			95.1142	97.3989	98.4587	
STDEV			1.1379	0.6875	0.3903	
