				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	82.6923	87.5000	2.2641	
PARTITION (0,1)	89.4231	87.5000	1.9947	
PARTITION (1,0)	89.4231	83.6538	2.2611	
PARTITION (1,1)	77.8846	89.4231	1.9821	
PARTITION (2,0)	85.5769	83.6538	2.5111	
PARTITION (2,1)	83.6538	90.3846	2.1601	
PARTITION (3,0)	86.5385	90.3846	3.8522	
PARTITION (3,1)	84.6154	90.3846	1.9111	
PARTITION (4,0)	82.6923	91.3462	2.7302	
PARTITION (4,1)	84.6154	85.5769	2.7052	
MEAN			84.7115	87.9808	2.4372	
STDEV			3.2309	2.7283	0.5461	
