				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	86.5385	83.6538	0.0000	
PARTITION (0,1)	86.5385	86.5385	0.0000	
PARTITION (1,0)	82.6923	88.4615	0.0000	
PARTITION (1,1)	85.5769	81.7308	0.0000	
PARTITION (2,0)	87.5000	82.6923	0.0000	
PARTITION (2,1)	82.6923	88.4615	0.0000	
PARTITION (3,0)	85.5769	83.6538	0.0000	
PARTITION (3,1)	88.4615	85.5769	0.0000	
PARTITION (4,0)	84.6154	80.7692	0.0000	
PARTITION (4,1)	79.8077	83.6538	0.0000	
MEAN			85.0000	84.5192	0.0000	
STDEV			2.4777	2.5237	0.0000	
