				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	88.4615	91.3462	22.4405	
PARTITION (0,1)	86.5385	91.3462	22.5593	
PARTITION (1,0)	80.7692	91.3462	22.5705	
PARTITION (1,1)	82.6923	91.3462	22.5653	
PARTITION (2,0)	85.5769	88.4615	22.4945	
PARTITION (2,1)	83.6538	92.3077	22.5983	
PARTITION (3,0)	87.5000	91.3462	22.5965	
PARTITION (3,1)	85.5769	91.3462	22.6115	
PARTITION (4,0)	84.6154	87.5000	22.6023	
PARTITION (4,1)	79.8077	89.4231	22.4487	
MEAN			84.5192	90.5769	22.5487	
STDEV			2.6663	1.4774	0.0610	
