				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	94.3662	96.8421	8.8175	
PARTITION (0,1)	95.7895	98.2394	5.8093	
PARTITION (1,0)	95.0704	97.8947	4.8675	
PARTITION (1,1)	95.0877	96.8310	4.3030	
PARTITION (2,0)	92.9577	98.2456	6.1874	
PARTITION (2,1)	95.7895	97.1831	5.0363	
PARTITION (3,0)	95.7747	97.5439	7.2006	
PARTITION (3,1)	95.4386	97.8873	3.9182	
PARTITION (4,0)	97.5352	95.7895	6.4024	
PARTITION (4,1)	93.3333	98.5916	5.2123	
MEAN			95.1143	97.5048	5.7754	
STDEV			1.2531	0.8077	1.3840	
