				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	87.5000	92.3077	22.6123	
PARTITION (0,1)	85.5769	95.1923	22.7039	
PARTITION (1,0)	79.8077	94.2308	22.6945	
PARTITION (1,1)	82.6923	89.4231	22.6489	
PARTITION (2,0)	86.5385	92.3077	22.6425	
PARTITION (2,1)	80.7692	93.2692	22.7259	
PARTITION (3,0)	80.7692	94.2308	22.6971	
PARTITION (3,1)	84.6154	93.2692	22.8133	
PARTITION (4,0)	82.6923	91.3462	22.7509	
PARTITION (4,1)	80.7692	92.3077	22.7483	
MEAN			83.1731	92.7885	22.7038	
STDEV			2.5889	1.5650	0.0574	
