				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	95.7747	97.1930	92.9089	
PARTITION (0,1)	95.4386	97.8873	92.1147	
PARTITION (1,0)	95.0704	97.8947	92.8999	
PARTITION (1,1)	95.7895	97.1831	92.1055	
PARTITION (2,0)	95.7747	96.1404	92.8001	
PARTITION (2,1)	94.3860	97.1831	92.1977	
PARTITION (3,0)	94.7183	98.5965	92.9017	
PARTITION (3,1)	96.4912	97.5352	92.1139	
PARTITION (4,0)	96.4789	96.8421	92.9637	
PARTITION (4,1)	95.0877	97.5352	92.1009	
MEAN			95.5010	97.3991	92.5107	
STDEV			0.6614	0.6312	0.3865	
