				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	85.5769	89.4231	23.2583	
PARTITION (0,1)	81.7308	92.3077	23.2747	
PARTITION (1,0)	85.5769	88.4615	23.2979	
PARTITION (1,1)	75.0000	94.2308	23.2847	
PARTITION (2,0)	83.6538	89.4231	23.2045	
PARTITION (2,1)	79.8077	90.3846	23.2153	
PARTITION (3,0)	84.6154	90.3846	23.2657	
PARTITION (3,1)	88.4615	96.1538	23.2633	
PARTITION (4,0)	80.7692	92.3077	23.2713	
PARTITION (4,1)	86.5385	93.2692	23.3285	
MEAN			83.1731	91.6346	23.2664	
STDEV			3.7301	2.3178	0.0341	
