				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	95.0704	96.8421	95.0502	
PARTITION (0,1)	95.0877	98.9437	94.7150	
PARTITION (1,0)	95.4225	98.2456	95.2136	
PARTITION (1,1)	95.7895	97.1831	94.9060	
PARTITION (2,0)	95.0704	98.5965	94.8820	
PARTITION (2,1)	96.4912	96.8310	94.7418	
PARTITION (3,0)	95.0704	97.8947	95.4480	
PARTITION (3,1)	95.0877	98.2394	94.9038	
PARTITION (4,0)	97.8873	96.8421	95.6983	
PARTITION (4,1)	95.0877	98.9437	94.4468	
MEAN			95.6065	97.8562	95.0006	
STDEV			0.8789	0.8232	0.3480	
