				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	77.8261	92.1739	104.4748	
PARTITION (0,1)	84.3478	91.3043	104.5540	
PARTITION (1,0)	88.2609	93.4783	104.6570	
PARTITION (1,1)	87.3913	95.6522	104.4356	
PARTITION (2,0)	84.7826	92.1739	104.4254	
PARTITION (2,1)	82.6087	91.7391	104.4736	
PARTITION (3,0)	77.8261	95.2174	104.7174	
PARTITION (3,1)	86.0870	91.7391	104.4266	
PARTITION (4,0)	83.0435	91.7391	104.6020	
PARTITION (4,1)	83.9130	92.1739	104.2620	
MEAN			83.6087	92.7391	104.5028	
STDEV			3.3512	1.4561	0.1250	
