				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	95.0704	95.4386	0.0000	
PARTITION (0,1)	95.4386	95.4225	0.0000	
PARTITION (1,0)	94.7183	96.1404	0.0000	
PARTITION (1,1)	95.4386	95.0704	0.0000	
PARTITION (2,0)	95.4225	94.0351	0.0000	
PARTITION (2,1)	93.6842	94.7183	0.0000	
PARTITION (3,0)	94.7183	98.5965	0.0000	
PARTITION (3,1)	98.2456	94.7183	0.0000	
PARTITION (4,0)	96.1268	93.3333	0.0000	
PARTITION (4,1)	94.7368	96.1268	0.0000	
MEAN			95.3600	95.3600	0.0000	
STDEV			1.1414	1.3578	0.0000	
