				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	95.0704	96.8421	94.5372	
PARTITION (0,1)	94.7368	98.9437	93.7326	
PARTITION (1,0)	94.3662	97.5439	94.8080	
PARTITION (1,1)	95.0877	98.2394	94.4000	
PARTITION (2,0)	93.6620	97.8947	94.8958	
PARTITION (2,1)	96.4912	96.8310	94.5830	
PARTITION (3,0)	95.0704	98.2456	94.9060	
PARTITION (3,1)	95.4386	98.2394	94.6588	
PARTITION (4,0)	98.2394	96.4912	95.5000	
PARTITION (4,1)	93.6842	99.2958	94.4698	
MEAN			95.1847	97.8567	94.6491	
STDEV			1.2873	0.8800	0.4262	
