				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	94.3662	97.1930	94.3202	
PARTITION (0,1)	93.6842	98.2394	96.4659	
PARTITION (1,0)	96.4789	98.2456	96.1431	
PARTITION (1,1)	95.7895	97.1831	93.2429	
PARTITION (2,0)	95.4225	97.1930	93.6291	
PARTITION (2,1)	95.7895	96.8310	92.9773	
PARTITION (3,0)	93.3099	99.2982	93.7988	
PARTITION (3,1)	97.1930	96.4789	93.1879	
PARTITION (4,0)	95.7747	96.1404	94.0910	
PARTITION (4,1)	94.0351	97.1831	93.1179	
MEAN			95.1843	97.3986	94.0974	
STDEV			1.2079	0.8927	1.1801	
