				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	91.3462	91.3462	23.3043	
PARTITION (0,1)	80.7692	91.3462	23.3325	
PARTITION (1,0)	79.8077	94.2308	23.6554	
PARTITION (1,1)	89.4231	88.4615	23.7456	
PARTITION (2,0)	82.6923	88.4615	23.6495	
PARTITION (2,1)	83.6538	93.2692	23.4703	
PARTITION (3,0)	86.5385	92.3077	23.4387	
PARTITION (3,1)	77.8846	91.3462	23.3883	
PARTITION (4,0)	82.6923	91.3462	23.4265	
PARTITION (4,1)	82.6923	94.2308	23.4625	
MEAN			83.7500	91.6346	23.4874	
STDEV			3.9982	1.9256	0.1400	
