				FITNESS	TRAIN FIT	TIME	
PARTITION (0,0)	91.3462	91.3462	22.8071	
PARTITION (0,1)	83.6538	92.3077	22.8595	
PARTITION (1,0)	84.6154	94.2308	22.8755	
PARTITION (1,1)	80.7692	88.4615	22.9075	
PARTITION (2,0)	86.5385	88.4615	22.8423	
PARTITION (2,1)	83.6538	92.3077	22.8663	
PARTITION (3,0)	81.7308	94.2308	22.8215	
PARTITION (3,1)	83.6538	92.3077	22.8883	
PARTITION (4,0)	87.5000	87.5000	22.8003	
PARTITION (4,1)	75.9615	92.3077	22.8159	
MEAN			83.9423	91.3462	22.8484	
STDEV			3.9188	2.2755	0.0358	
